"Q-kode","churchLabel","latitude","longitude","kommune","stift","sogn","wikilink","opført","opført_tal"
"Q12321410","Karleby Kirke",54.79128,12.0299,"Guldborgsund Kommune","Lolland-Falsters Stift","Karleby Sogn","https://da.wikipedia.org/wiki/Karleby_Kirke","o. 1100",1100
"Q12321416","Karlslunde Kirke",55.5713,12.2226,"Greve Kommune","Roskilde Stift","Karlslunde Sogn","https://da.wikipedia.org/wiki/Karlslunde_Kirke","1180",1180
"Q12321417","Karlslunde Strandkirke",55.5571,12.2535,"Greve Kommune","Roskilde Stift","Karlslunde Strandsogn","https://da.wikipedia.org/wiki/Karlslunde_Strandkirke","1980",1980
"Q12321418","Karlstrup Kirke",55.55742,12.20379,"Solrød Kommune","Roskilde Stift","Karlstrup Sogn","https://da.wikipedia.org/wiki/Karlstrup_Kirke","1100-tallet",1150
"Q12321473","Karup Kirke",57.3611,10.40367,"Frederikshavn Kommune","Aalborg Stift","Karup Sogn","https://da.wikipedia.org/wiki/Karup_Kirke_(Frederikshavn_Kommune)","Sidste halvdel af 1100-tallet",1150
"Q12321474","Karup Kirke",56.3058,9.1615,"Viborg Kommune","Viborg Stift","Karup Sogn","https://da.wikipedia.org/wiki/Karup_Kirke_(Viborg_Kommune)","1480",1480
"Q12321538","Kasted Kirke",56.20907,10.13109,"Aarhus Kommune","Århus Stift","Kasted Sogn","https://da.wikipedia.org/wiki/Kasted_Kirke","ca. 1180",1180
"Q12321547","Kastrup Kirke",55.638,12.6415,"Tårnby Kommune","Københavns Stift","Kastrup Sogn","https://da.wikipedia.org/wiki/Kastrup_Kirke_(T%C3%A5rnby_Kommune)","1884",1884
"Q12321550","Kastrup Kirke",55.0371,11.8931,"Vordingborg Kommune","Roskilde Stift","Kastrup Sogn","https://da.wikipedia.org/wiki/Kastrup_Kirke_(Vordingborg)","ca. 1050-1250",NA
"Q12321658","Kellerupkirken",55.22286,10.4826,"Faaborg-Midtfyn Kommune","Fyens Stift","Ringe Sogn","https://da.wikipedia.org/wiki/Kellerupkirken","1990",1990
"Q12321733","Kerte Kirke",55.36356,9.98855,"Assens Kommune","Fyens Stift","Kerte Sogn","https://da.wikipedia.org/wiki/Kerte_Kirke","o. 1100",1100
"Q12321746","Ketting Kirke",54.96695,9.89827,"Sønderborg Kommune","Haderslev Stift","Ketting Sogn","https://da.wikipedia.org/wiki/Ketting_Kirke","Omkring 1200",1200
"Q12321749","Kettinge Kirke",54.69744,11.73721,"Guldborgsund Kommune","Lolland-Falsters Stift","Kettinge-Bregninge Sogn","https://da.wikipedia.org/wiki/Kettinge_Kirke","før 1250",NA
"Q12321785","Kildebrønde Kirke",55.6075,12.27571,"Greve Kommune","Roskilde Stift","Hundige-Kildebrønde Sogn","https://da.wikipedia.org/wiki/Kildebr%C3%B8nde_Kirke","Omkring 1200",1200
"Q12321803","Kildevældskirken",55.7138,12.5675,"Københavns Kommune","Københavns Stift","Kildevælds Sogn","https://da.wikipedia.org/wiki/Kildev%C3%A6ldskirken","1932",1932
"Q12321885","Kingos Kirke",55.701,12.5453,"Københavns Kommune","Københavns Stift","Kingo-Samuel Sogn","https://da.wikipedia.org/wiki/Kingos_Kirke","1909-10 og 1928",1909
"Q12321898","Kirke Værløse Kirke",55.78389,12.32085,"Furesø Kommune","Helsingør Stift","Værløse Sogn","https://da.wikipedia.org/wiki/Kirke_V%C3%A6rl%C3%B8se_Kirke","ca. 1200",1200
"Q12321899","Kirke Skensved Kirke",55.5266,12.1156,"Solrød Kommune","Roskilde Stift","Kirke Skensved Sogn","https://da.wikipedia.org/wiki/Kirke_Skensved_Kirke","1300-tallet",1350
"Q12322055","Klakring Kirke",55.71498,9.95661,"Hedensted Kommune","Haderslev Stift","Klakring Sogn","https://da.wikipedia.org/wiki/Klakring_Kirke","1200-tallet",1250
"Q12322068","Klarup Kirke",57.0116,10.0583,"Aalborg Kommune","Aalborg Stift","Romdrup-Klarup Sogn","https://da.wikipedia.org/wiki/Klarup_Kirke","1100-tallet",1150
"Q12322158","Klinte Kirke",55.58266,10.25949,"Nordfyns Kommune","Fyens Stift","Klinte Sogn","https://da.wikipedia.org/wiki/Klinte_Kirke","1200-tallet",1250
"Q12322181","Klitmøller Kirke",57.03904,8.50704,"Thisted Kommune","Aalborg Stift","Klitmøller Sogn","https://da.wikipedia.org/wiki/Klitm%C3%B8ller_Kirke","1871 - 1872",1871
"Q12322200","Klovborg Kirke",55.93297,9.50001,"Ikast-Brande Kommune","Viborg Stift","Klovborg Sogn","https://da.wikipedia.org/wiki/Klovborg_Kirke","1200-tallet",1250
"Q12322235","Knebel Kirke",56.21061,10.48329,"Syddjurs Kommune","Århus Stift","Knebel Sogn","https://da.wikipedia.org/wiki/Knebel_Kirke","o. 1170",1170
"Q12322404","Kobberup Kirke",56.51709,9.0928,"Viborg Kommune","Viborg Stift","Kobberup Sogn","https://da.wikipedia.org/wiki/Kobberup_Kirke","Romansk tid",1175
"Q12322433","Kolby Kirke",55.80038,10.55687,"Samsø Kommune","Århus Stift","Samsø Sogn","https://da.wikipedia.org/wiki/Kolby_Kirke",NA,NA
"Q12322485","Kolonien Filadelfia Kirke",55.5294,11.5042,"Sorø Kommune","Roskilde Stift","Tersløse Sogn","https://da.wikipedia.org/wiki/Kolonien_Filadelfia_Kirke","1904",1904
"Q12322489","Kolt Kirke",56.10933,10.07095,"Aarhus Kommune","Århus Stift","Kolt Sogn","https://da.wikipedia.org/wiki/Kolt_Kirke","o. 1100",1100
"Q12322493","Komdrup Kirke",56.89744,10.08658,"Aalborg Kommune","Aalborg Stift","Komdrup Sogn","https://da.wikipedia.org/wiki/Komdrup_Kirke","Romansk tid",1175
"Q12322610","Kongens Tisted Kirke",56.75018,9.59026,"Rebild Kommune","Viborg Stift","Kongens Tisted Sogn","https://da.wikipedia.org/wiki/Kongens_Tisted_Kirke","1100-tallet",1150
"Q12322633","Kongsted Kirke",55.2473,12.0397,"Faxe Kommune","Roskilde Stift","Kongsted Sogn","https://da.wikipedia.org/wiki/Kongsted_Kirke","o. 1425",1425
"Q12322752","Korsvejskirken",55.63353,12.62487,"Tårnby Kommune","Københavns Stift","Korsvejens Sogn","https://da.wikipedia.org/wiki/Korsvejskirken","1971-73- Tårn 1982",1971
"Q12322814","Krarup Kirke",55.16505,10.41444,"Faaborg-Midtfyn Kommune","Fyens Stift","Krarup Sogn","https://da.wikipedia.org/wiki/Krarup_Kirke","o. 1100",1100
"Q12322838","Kregme Kirke",55.9456,12.0475,"Halsnæs Kommune","Helsingør Stift","Kregme Sogn","https://da.wikipedia.org/wiki/Kregme_Kirke","Omkring 1100-tallet",1100
"Q12322972","Kristkirken",55.48334,9.46894,"Kolding Kommune","Haderslev Stift","Kristkirkens Sogn","https://da.wikipedia.org/wiki/Kristkirken_(Kolding)","1925",1925
"Q12322998","Krogsbæk Ødekirkegård",56.361656688837,10.261067900719,"Syddjurs Kommune","","","https://da.wikipedia.org/wiki/Krogsb%C3%A6k_%C3%98dekirkeg%C3%A5rd",NA,NA
"Q12322999","Krogsbølle Kirke",55.57466,10.37098,"Nordfyns Kommune","Fyens Stift","Krogsbølle Sogn","https://da.wikipedia.org/wiki/Krogsb%C3%B8lle_Kirke","1200-tallet",1250
"Q12323003","Krogstrup Kirke",55.78346,11.96563,"Frederikssund Kommune","Helsingør Stift","Krogstrup Sogn","https://da.wikipedia.org/wiki/Krogstrup_Kirke","o. 1125",1125
"Q12323008","Kronborg Slotskirke",56.03871,12.62216,"Helsingør Kommune","Helsingør Stift","Sankt Mariæ Sogn","https://da.wikipedia.org/wiki/Kronborg_Slotskirke","1582",1582
"Q12323074","Krønge Kirke",54.72746,11.51053,"Lolland Kommune","Lolland-Falsters Stift","Krønge Sogn","https://da.wikipedia.org/wiki/Kr%C3%B8nge_Kirke","ca. 1100",1100
"Q12323202","Kvaglund Kirke",55.49569,8.48618,"Esbjerg Kommune","Ribe Stift","Kvaglund Sogn","https://da.wikipedia.org/wiki/Kvaglund_Kirke","1985",1985
"Q12323261","Kværndrup Kirke",55.17463,10.52582,"Faaborg-Midtfyn Kommune","Fyens Stift","Kværndrup Sogn","https://da.wikipedia.org/wiki/Kv%C3%A6rndrup_Kirke","o. 1150",1150
"Q12323268","Kyndby Kirke",55.79438,11.91514,"Frederikssund Kommune","Helsingør Stift","Kyndby Sogn","https://da.wikipedia.org/wiki/Kyndby_Kirke","o. 1125",1125
"Q12323359","Kærum Kirke",55.25542,9.94489,"Assens Kommune","Fyens Stift","Kærum Sogn","https://da.wikipedia.org/wiki/K%C3%A6rum_Kirke","omkring 1100",1100
"Q12323365","Købelev Kirke",54.89899,11.12374,"Lolland Kommune","Lolland-Falsters Stift","Købelev-Vindeby Sogn","https://da.wikipedia.org/wiki/K%C3%B8belev_Kirke","o. 1100",1100
"Q12323388","Københavns Frikirke",55.6789,12.5557,"Frederiksberg Kommune","","","https://da.wikipedia.org/wiki/K%C3%B8benhavns_Frikirke",NA,NA
"Q12323432","Købnerkirken",55.65871,12.60577,"Københavns Kommune","","","https://da.wikipedia.org/wiki/K%C3%B8bnerkirken","1939",1939
"Q12323438","Køge Adventistkirke",55.4545,12.1723,"Køge Kommune","","","https://da.wikipedia.org/wiki/K%C3%B8ge_Adventistkirke","1989",1989
"Q12323461","Kølstrup Kirke",55.42515,10.58307,"Kerteminde Kommune","Fyens Stift","Kølstrup Sogn","https://da.wikipedia.org/wiki/K%C3%B8lstrup_Kirke","1200-tallet",1250
"Q12323463","Køng Kirke",55.26087,10.11838,"Assens Kommune","Fyens Stift","Køng Sogn","https://da.wikipedia.org/wiki/K%C3%B8ng_Kirke_(Assens_Kommune)","o. 1180",1180
"Q12323560","Lading Kirke",56.22133,9.9762,"Favrskov Kommune","Århus Stift","Lading Sogn","https://da.wikipedia.org/wiki/Lading_Kirke",NA,NA
"Q12323733","Langenæs Kirke",56.14085,10.17868,"Aarhus Kommune","Århus Stift","Langenæs Sogn","https://da.wikipedia.org/wiki/Langen%C3%A6s_Kirke","1966",1966
"Q12323765","Langå Kirke",56.39482,9.8919,"Randers Kommune","Århus Stift","Langå Sogn","https://da.wikipedia.org/wiki/Lang%C3%A5_Kirke_(Randers_Kommune)","o. 1100",1100
"Q12323767","Langø Kirke",54.81229,11.01583,"Lolland Kommune","Lolland-Falsters Stift","Langø Sogn","https://da.wikipedia.org/wiki/Lang%C3%B8_Kirke","1900-1901",1900
"Q12324016","Laurbjerg Kirke",56.35584,9.9176,"Favrskov Kommune","Århus Stift","Laurbjerg Sogn","https://da.wikipedia.org/wiki/Laurbjerg_Kirke","o. 1100",1100
"Q12324195","Lejbjerg Kirke",57.0269,9.95972,"Aalborg Kommune","Aalborg Stift","Vejgaard Sogn","https://da.wikipedia.org/wiki/Lejbjerg_Kirke","1935",1935
"Q12324224","Lem Kirke",56.58924,8.78084,"Skive Kommune","Viborg Stift","Lem Sogn","https://da.wikipedia.org/wiki/Lem_Kirke_(Skive_Kommune)","Ca. 1200",1200
"Q12324237","Lemvig Kirke",56.55001,8.30926,"Lemvig Kommune","Viborg Stift","Lemvig Sogn","https://da.wikipedia.org/wiki/Lemvig_Kirke","1400-tallet",1450
"Q12324312","Lerbjerg Kirke",56.34779,9.98851,"Favrskov Kommune","Århus Stift","Lerbjerg Sogn","https://da.wikipedia.org/wiki/Lerbjerg_Kirke","o. 1100",1100
"Q12324325","Lerup Kirke",57.12593,9.42017,"Jammerbugt Kommune","Aalborg Stift","Lerup Sogn","https://da.wikipedia.org/wiki/Lerup_Kirke","Romansk tid",1175
"Q12324424","Lihme Kirke",56.59688,8.73241,"Skive Kommune","Viborg Stift","Lihme Sogn","https://da.wikipedia.org/wiki/Lihme_Kirke","omtalt 1176",NA
"Q12324446","Lille Heddinge Kirke",55.2735,12.3899,"Stevns Kommune","Roskilde Stift","Lille Heddinge Sogn","https://da.wikipedia.org/wiki/Lille_Heddinge_Kirke","o. 1100",1100
"Q12324468","Lillebrænde Kirke",54.87927,11.9746,"Guldborgsund Kommune","Lolland-Falsters Stift","Lillebrænde Sogn","https://da.wikipedia.org/wiki/Lillebr%C3%A6nde_Kirke","1100",1100
"Q12324481","Lillerød Kirke",55.87347,12.34598,"Allerød Kommune","Helsingør Stift","Lillerød Sogn","https://da.wikipedia.org/wiki/Liller%C3%B8d_Kirke","o. 1100",1100
"Q12324498","Lime Kirke",56.38786,10.24742,"Syddjurs Kommune","Århus Stift","Lime Sogn","https://da.wikipedia.org/wiki/Lime_Kirke","1100-tallet",1150
"Q12324538","Lindeskovkirken",54.75262,11.90126,"Guldborgsund Kommune","Lolland-Falsters Stift","Nykøbing F Sogn","https://da.wikipedia.org/wiki/Lindeskovkirken","1986",1986
"Q12324539","Lindevang Kirke",55.67831,12.50705,"Frederiksberg Kommune","Københavns Stift","Lindevang Sogn","https://da.wikipedia.org/wiki/Lindevang_Kirke","1925-30",1925
"Q12324547","Lindholm Kirke",57.0706,9.89609,"Aalborg Kommune","Aalborg Stift","Lindholm Sogn","https://da.wikipedia.org/wiki/Lindholm_Kirke","1934",1934
"Q12324558","Lindum Kirke",56.56131,9.68466,"Viborg Kommune","Viborg Stift","Lindum Sogn","https://da.wikipedia.org/wiki/Lindum_Kirke","romansk tid",1175
"Q12324588","Linnerup Kirke",55.89463,9.496,"Hedensted Kommune","Haderslev Stift","Linnerup Sogn","https://da.wikipedia.org/wiki/Linnerup_Kirke","romansk tid",1175
"Q12324630","Lisbjerg Kirke",56.22134,10.16859,"Aarhus Kommune","Århus Stift","Skejby-Lisbjerg Sogn","https://da.wikipedia.org/wiki/Lisbjerg_Kirke","1100-tallet",1150
"Q12324776","Lodbjerg Kirke",56.81793,8.29519,"Thisted Kommune","Aalborg Stift","Lodbjerg Sogn","https://da.wikipedia.org/wiki/Lodbjerg_Kirke","Ca. 1450 - 1550",1450
"Q12324873","Longelse Kirke",54.92362,10.80074,"Langeland Kommune","Fyens Stift","Longelse Sogn","https://da.wikipedia.org/wiki/Longelse_Kirke","1200-tallet",1250
"Q12324979","Louns Kirke",56.68699,9.22445,"Vesthimmerlands Kommune","Viborg Stift","Louns Sogn","https://da.wikipedia.org/wiki/Louns_Kirke","ca. 1300",1300
"Q12325097","Lumby Kirke",55.45694,10.37769,"Odense Kommune","Fyens Stift","Lumby Sogn","https://da.wikipedia.org/wiki/Lumby_Kirke","1200-tallet",1250
"Q12325119","Lundeborg Kirke",55.13416,10.77844,"Svendborg Kommune","Fyens Stift","Lundeborg Sogn","https://da.wikipedia.org/wiki/Lundeborg_Kirke","1896",1896
"Q12325123","Lundehus Kirke",55.7175,12.5557,"Københavns Kommune","Københavns Stift","Lundehus Sogn","https://da.wikipedia.org/wiki/Lundehus_Kirke","1957",1957
"Q12325148","Lundtofte Kirke",55.7939,12.5183,"Lyngby-Taarbæk Kommune","Helsingør Stift","Lundtofte Sogn","https://da.wikipedia.org/wiki/Lundtofte_Kirke","1919-21",1919
"Q12325172","Lutherkirken",55.7025,12.5813,"Københavns Kommune","Københavns Stift","Rosenvænget Sogn","https://da.wikipedia.org/wiki/Lutherkirken","1918",1918
"Q12325184","Lyby Kirke",56.64568,9.00806,"Skive Kommune","Viborg Stift","Jebjerg-Lyby Sogn","https://da.wikipedia.org/wiki/Lyby_Kirke","1100-tallet",1150
"Q12325225","Lynderup Kirke",56.56673,9.31861,"Viborg Kommune","Viborg Stift","Lynderup Sogn","https://da.wikipedia.org/wiki/Lynderup_Kirke","1100-tallet",1150
"Q12325229","Lyng Kirke",55.52971,9.72995,"Fredericia Kommune","Haderslev Stift","Lyng Sogn","https://da.wikipedia.org/wiki/Lyng_Kirke","1993-94",1993
"Q12325237","Lyngby Kirke",56.17106,10.04169,"Aarhus Kommune","Århus Stift","Lyngby Sogn","https://da.wikipedia.org/wiki/Lyngby_Kirke_(Aarhus_Kommune)","1100-tallet",1150
"Q12325240","Lyngby Kirke",55.77347,12.50028,"Lyngby-Taarbæk Kommune","Helsingør Stift","Kongens Lyngby Sogn","https://da.wikipedia.org/wiki/Lyngby_Kirke_(Lyngby-Taarb%C3%A6k_Kommune)","Midten af 1100-tallet",1150
"Q12325268","Lynge Kirke",55.84283,12.28079,"Allerød Kommune","Helsingør Stift","Lynge Sogn","https://da.wikipedia.org/wiki/Lynge_Kirke_(Aller%C3%B8d_Kommune)","1100-tallet",1150
"Q12325269","Lynge Kirke",55.3996,11.5646,"Sorø Kommune","Roskilde Stift","Lynge Sogn","https://da.wikipedia.org/wiki/Lynge_Kirke_(Sor%C3%B8_Kommune)","o. 1100",1100
"Q12325272","Lyngs Kirke",56.67483,8.45344,"Struer Kommune","Viborg Stift","Lyngs Sogn","https://da.wikipedia.org/wiki/Lyngs_Kirke","ca. 1200",1200
"Q12325274","Lyngså Kirke",57.23795,10.50831,"Frederikshavn Kommune","Aalborg Stift","Albæk-Lyngså Sogn","https://da.wikipedia.org/wiki/Lyngs%C3%A5_Kirke","1902",1902
"Q12325277","Lyngå Kirke",56.31463,9.97994,"Favrskov Kommune","Århus Stift","Lyngå Sogn","https://da.wikipedia.org/wiki/Lyng%C3%A5_Kirke","o. 1100",1100
"Q12325281","Lynæs Kirke",55.9511,11.8594,"Halsnæs Kommune","Helsingør Stift","Torup Sogn","https://da.wikipedia.org/wiki/Lyn%C3%A6s_Kirke","1898-1901",1898
"Q12325285","Lysabild Kirke",54.903591,10.00465,"Sønderborg Kommune","Haderslev Stift","Lysabild Sogn","https://da.wikipedia.org/wiki/Lysabild_Kirke",NA,NA
"Q12325292","Lyseng Kirke",56.10925,10.18722,"Aarhus Kommune","Århus Stift","Holme Sogn","https://da.wikipedia.org/wiki/Lyseng_Kirke","1913",1913
"Q12325301","Lystrup Kirke",56.23543,10.23414,"Aarhus Kommune","Århus Stift","Lystrup Sogn","https://da.wikipedia.org/wiki/Lystrup_Kirke","1989",1989
"Q12325306","Lyø Kirke",55.04273,10.15088,"Faaborg-Midtfyn Kommune","Fyens Stift","Lyø Sogn","https://da.wikipedia.org/wiki/Ly%C3%B8_Kirke","ca. år 1600",NA
"Q12325351","Læsten Kirke",56.49337,9.81165,"Randers Kommune","Århus Stift","Læsten Sogn","https://da.wikipedia.org/wiki/L%C3%A6sten_Kirke","1100-tallet",1150
"Q12325400","Løkken Kirke",57.37331,9.71401,"Hjørring Kommune","Aalborg Stift","Løkken-Furreby Sogn","https://da.wikipedia.org/wiki/L%C3%B8kken_Kirke","1898",1898
"Q12325404","Lønborg Kirke",55.90534,8.44306,"Ringkøbing-Skjern Kommune","Ribe Stift","Lønborg Sogn","https://da.wikipedia.org/wiki/L%C3%B8nborg_Kirke","1100-tallet",1150
"Q12325411","Lønne Kirke",55.78938,8.23881,"Varde Kommune","Ribe Stift","Lønne Sogn","https://da.wikipedia.org/wiki/L%C3%B8nne_Kirke","1904",1904
"Q12325706","Maglebrænde Kirke",54.86139,12.01797,"Guldborgsund Kommune","Lolland-Falsters Stift","Maglebrænde Sogn","https://da.wikipedia.org/wiki/Maglebr%C3%A6nde_Kirke","1400",1400
"Q12325709","Magleby Kirke",54.77149,10.71323,"Langeland Kommune","Fyens Stift","Magleby Sogn","https://da.wikipedia.org/wiki/Magleby_Kirke_(Langeland)","Omkring 1100",1100
"Q12325773","Majbølle Kirke",54.8336,11.73537,"Guldborgsund Kommune","Lolland-Falsters Stift","Majbølle Sogn","https://da.wikipedia.org/wiki/Majb%C3%B8lle_Kirke","1250-1300",1250
"Q12325831","Malling Kirke",56.03964,10.19451,"Aarhus Kommune","Århus Stift","Malling Sogn","https://da.wikipedia.org/wiki/Malling_Kirke","1100-tallet",1150
"Q12325848","Mammen Kirke",56.41057,9.61299,"Viborg Kommune","Viborg Stift","Mammen Sogn","https://da.wikipedia.org/wiki/Mammen_Kirke","omkring 1150",1150
"Q12325888","Mandø Kirke",55.27204,8.53813,"Esbjerg Kommune","Ribe Stift","Mandø Sogn","https://da.wikipedia.org/wiki/Mand%C3%B8_Kirke","1639",1639
"Q12325973","Margrethekirken",57.0264,9.89778,"Aalborg Kommune","Aalborg Stift","Margrethe Sogn","https://da.wikipedia.org/wiki/Margrethekirken_(Aalborg_Kommune)","1973",1973
"Q12325976","Margrethekirken",55.6499,12.5034,"Københavns Kommune","Københavns Stift","Valby Søndre Sogn","https://da.wikipedia.org/wiki/Margrethekirken_(K%C3%B8benhavns_Kommune)","1968",1968
"Q12326210","Marslev Kirke",55.39368,10.51701,"Kerteminde Kommune","Fyens Stift","Marslev Sogn","https://da.wikipedia.org/wiki/Marslev_Kirke","O. 1400(?)",1400
"Q12326212","Marstal Kirke",54.85493,10.51694,"Ærø Kommune","Fyens Stift","Marstal Sogn","https://da.wikipedia.org/wiki/Marstal_Kirke","1738",1738
"Q12326330","Martinskirken",55.6799,12.55565,"Frederiksberg Kommune","","","https://da.wikipedia.org/wiki/Martinskirken",NA,NA
"Q12326564","Mejdal Kirke",56.34838,8.64216,"Holstebro Kommune","Viborg Stift","Mejdal Sogn","https://da.wikipedia.org/wiki/Mejdal_Kirke","1980-82[1]",1980
"Q12326567","Mejlby Kirke",56.30146,10.21369,"Aarhus Kommune","Århus Stift","Mejlby Sogn","https://da.wikipedia.org/wiki/Mejlby_Kirke","romansk tid",1175
"Q12326582","Melby Kirke",55.99563,11.96913,"Halsnæs Kommune","Helsingør Stift","Melby Sogn","https://da.wikipedia.org/wiki/Melby_Kirke_(Halsn%C3%A6s_Kommune)","1080",1080
"Q12326587","Melholt Kirke",57.102222222,10.3525,"Brønderslev Kommune","Aalborg Stift","Melholt Sogn","https://da.wikipedia.org/wiki/Melholt_Kirke","1911",1911
"Q12326612","Mellerup Valgmenighedskirke",56.51914,10.20542,"Randers Kommune","Århus Stift","Mellerup Sogn","https://da.wikipedia.org/wiki/Mellerup_Valgmenighedskirke","1890",1890
"Q12326694","Mesing Kirke",56.07572,9.93911,"Skanderborg Kommune","Århus Stift","Mesing Sogn","https://da.wikipedia.org/wiki/Mesing_Kirke","ca. 1200",1200
"Q12326696","Mesinge Kirke",55.50178,10.64833,"Kerteminde Kommune","Fyens Stift","Mesinge Sogn","https://da.wikipedia.org/wiki/Mesinge_Kirke","ca. 1100",1100
"Q12326700","Messiaskirken",55.7453,12.5672,"Gentofte Kommune","Helsingør Stift","Maglegårds Sogn","https://da.wikipedia.org/wiki/Messiaskirken","1918-1926",1918
"Q12327532","Moltrup Kirke",55.28242,9.45151,"Haderslev Kommune","Haderslev Stift","Moltrup Sogn","https://da.wikipedia.org/wiki/Moltrup_Kirke","Romansk tid",1175
"Q12327618","Morild Kirke",57.37793,10.22797,"Hjørring Kommune","Aalborg Stift","Tårs Sogn","https://da.wikipedia.org/wiki/Morild_Kirke","1908-09",1908
"Q12327776","Mosede Kirke",55.5778,12.2749,"Greve Kommune","Roskilde Stift","Mosede Sogn","https://da.wikipedia.org/wiki/Mosede_Kirke","1978",1978
"Q12327783","Mosevrå Kirke",55.60851,8.20882,"Varde Kommune","Ribe Stift","Blåvandshuk Sogn","https://da.wikipedia.org/wiki/Mosevr%C3%A5_Kirke","1891",1891
"Q12327821","Mou Kirke",56.96622,10.22152,"Aalborg Kommune","Aalborg Stift","Mou Sogn","https://da.wikipedia.org/wiki/Mou_Kirke","1400-tallet",1450
"Q12327898","Munkebjerg Kirke",55.38696,10.40448,"Odense Kommune","Fyens Stift","Munkebjerg Sogn","https://da.wikipedia.org/wiki/Munkebjerg_Kirke","1961",1961
"Q12327899","Munkebo Kirke",55.4563,10.5541,"Kerteminde Kommune","Fyens Stift","Munkebo Sogn","https://da.wikipedia.org/wiki/Munkebo_Kirke","1200-tallet",1250
"Q12327978","Musse Kirke",54.71671,11.66234,"Guldborgsund Kommune","Lolland-Falsters Stift","Musse Sogn","https://da.wikipedia.org/wiki/Musse_Kirke","ca. 1200",1200
"Q12328003","Mygdal Kirke",57.52083,10.10974,"Hjørring Kommune","Aalborg Stift","Mygdal Sogn","https://da.wikipedia.org/wiki/Mygdal_Kirke","1200-1250",1200
"Q12328006","Mylund Kirke",57.31438,10.16517,"Brønderslev Kommune","Aalborg Stift","Mylund Sogn","https://da.wikipedia.org/wiki/Mylund_Kirke","1926",1926
"Q12328029","Måløv Kirke",55.7518,12.31787,"Ballerup Kommune","Helsingør Stift","Måløv Sogn","https://da.wikipedia.org/wiki/M%C3%A5l%C3%B8v_Kirke","Omkring 1100",1100
"Q12328037","Mårslet Kirke",56.06765,10.16047,"Aarhus Kommune","Århus Stift","Mårslet Sogn","https://da.wikipedia.org/wiki/M%C3%A5rslet_Kirke","1100-tallet",1150
"Q12328041","Mårum Kirke",56.0251,12.27975,"Gribskov Kommune","Helsingør Stift","Mårum Sogn","https://da.wikipedia.org/wiki/M%C3%A5rum_Kirke","Sidst i 1100-tallet",1100
